origin,destination,hour,trips,mean_trip_seconds
13,19,10,3.0,1449.0
13,19,11,2.0,1432.5
13,19,12,2.0,1760.0
13,19,13,3.0,1636.7
13,19,15,15.0,2429.3
13,19,16,6.0,1933.8
13,19,17,4.0,2420.5
13,19,18,5.0,1936.8
13,19,19,6.0,1674.5
13,19,21,3.0,1301.3
13,19,22,5.0,1226.8
13,19,23,2.0,1077.5
13,21,1,1.0,725.0
13,21,4,4.0,777.5
13,21,6,2.0,962.0
13,21,7,2.0,1398.0
13,21,8,12.0,1260.8
13,21,9,5.0,805.6
13,21,10,1.0,697.0
13,21,11,7.0,1031.7
13,21,12,11.0,914.9
13,21,13,7.0,908.3
13,21,14,9.0,1118.6
13,21,15,19.0,1223.0
13,21,16,8.0,1274.0
13,21,17,20.0,1384.0
13,21,18,8.0,1260.4
13,21,19,8.0,1057.6
13,21,20,10.0,869.5
13,21,21,8.0,764.1
13,21,22,10.0,964.2
13,21,23,4.0,909.8
13,22,2,1.0,924.0
13,22,3,1.0,1074.0
13,22,4,1.0,973.0
13,23,0,1.0,1436.0
13,23,2,1.0,1086.0
13,23,4,1.0,1509.0
13,23,6,2.0,1797.0
13,23,8,6.0,1684.3
13,23,9,1.0,1413.0
13,23,10,4.0,1485.5
13,23,11,1.0,1648.0
13,23,12,2.0,1774.5
13,23,13,3.0,1727.0
13,23,14,3.0,1777.0
13,23,15,2.0,2064.0
13,23,16,3.0,1991.3
13,23,17,3.0,2330.7
13,23,18,4.0,1904.5
13,23,19,4.0,1582.0
13,23,20,3.0,1582.7
13,23,21,4.0,1352.5
13,23,22,5.0,1332.0
13,23,23,4.0,1429.2
13,24,0,2.0,936.0
13,24,1,4.0,1250.2
13,24,2,1.0,981.0
13,24,5,1.0,1051.0
13,24,6,1.0,1463.0
13,24,7,7.0,2604.3
13,24,8,4.0,2527.5
13,24,9,4.0,1707.5
13,24,10,5.0,1623.6
13,24,11,5.0,1356.4
13,24,12,4.0,1600.0
13,24,13,7.0,1620.6
13,24,14,6.0,1812.8
13,24,15,11.0,2004.9
13,24,16,8.0,2348.0
13,24,17,10.0,2189.0
13,24,18,12.0,1823.7
13,24,19,13.0,1756.3
13,24,20,10.0,1548.2
13,24,21,10.0,1249.4
13,24,22,7.0,1196.1
13,24,23,1.0,1259.0
13,25,0,1.0,1814.0
13,25,3,1.0,1531.0
13,25,4,1.0,1456.0
13,25,6,1.0,2654.0
13,25,7,1.0,3249.0
13,25,11,2.0,1966.0
13,25,13,2.0,2343.0
13,25,14,3.0,2390.7
13,25,15,1.0,2385.0
13,25,16,3.0,2403.0
13,25,17,2.0,3224.5
13,25,18,5.0,2312.4
13,25,19,11.0,2379.5
13,25,20,1.0,2011.0
13,25,21,1.0,1506.0
13,25,22,2.0,1491.0
13,25,23,7.0,1608.0
13,27,7,1.0,3418.0
13,27,8,1.0,2188.0
13,27,11,1.0,1780.0
13,27,13,1.0,1643.0
13,27,15,1.0,3029.0
13,27,18,2.0,2673.5
13,27,19,1.0,1756.0
13,27,21,1.0,2015.0
13,27,23,1.0,2060.0
13,28,0,1.0,1413.0
13,28,2,1.0,1560.0
13,28,4,3.0,1448.0
13,28,5,5.0,1345.2
13,28,6,8.0,2019.8
13,28,7,7.0,2876.1
13,28,8,9.0,3027.1
13,28,9,13.0,2297.9
13,28,10,5.0,2397.2
13,28,11,12.0,1836.5
13,28,12,11.0,2346.2
13,28,13,3.0,2583.3
13,28,14,6.0,2226.8
13,28,15,3.0,2753.3
13,28,17,3.0,2707.0
13,28,18,9.0,2341.3
13,28,19,5.0,1776.0
13,28,20,5.0,1831.4
13,28,21,3.0,1468.0
13,28,22,3.0,1303.7
13,28,23,2.0,1262.0
13,29,4,2.0,1976.0
13,31,6,1.0,3103.0
13,31,7,1.0,2099.0
13,31,12,1.0,3608.0
13,31,15,2.0,2972.0
13,31,16,1.0,2138.0
13,31,18,4.0,2949.2
13,31,19,6.0,2799.2
13,31,20,3.0,2337.7
13,31,21,6.0,1640.7
13,31,22,2.0,1521.0
13,31,23,1.0,1101.0
13,32,0,2.0,1323.0
13,32,2,2.0,1255.0
13,32,4,1.0,1725.0
13,32,5,5.0,1263.8
13,32,6,13.0,1741.5
13,32,7,15.0,3369.9
13,32,8,15.0,3090.5
13,32,9,22.0,2225.0
13,32,10,15.0,2285.9
13,32,11,15.0,1961.3
13,32,12,8.0,1967.1
13,32,13,6.0,2290.3
13,32,14,9.0,2110.1
13,32,15,5.0,2802.4
13,32,16,12.0,2633.1
13,32,17,6.0,2573.3
13,32,18,7.0,2271.3
13,32,19,10.0,2030.1
13,32,20,7.0,1784.9
13,32,21,3.0,1697.3
13,32,22,3.0,1409.0
13,32,23,1.0,1362.0
13,33,3,4.0,1570.5
13,33,4,1.0,1666.0
13,34,19,1.0,1990.0
13,34,20,2.0,2190.5
13,34,21,1.0,1479.0
13,36,19,1.0,3076.0
13,38,8,4.0,2645.2
13,38,11,2.0,1908.5
13,38,12,1.0,2651.0
13,38,14,1.0,2320.0
13,38,15,3.0,2875.7
13,38,17,5.0,2914.4
13,38,19,1.0,3083.0
13,38,20,1.0,1585.0
13,38,21,2.0,1574.5
13,38,22,1.0,1568.0
13,39,8,1.0,2998.0
13,39,19,1.0,2675.0
13,39,22,1.0,1548.0
13,40,0,2.0,1756.5
13,41,0,1.0,1867.0
13,41,8,1.0,3620.0
13,41,9,1.0,2188.0
13,41,12,2.0,2498.5
13,41,13,1.0,2578.0
13,41,16,1.0,3175.0
13,41,18,1.0,2531.0
13,41,20,1.0,2096.0
13,41,21,1.0,1910.0
13,42,20,2.0,2292.0
13,42,21,1.0,1890.0
13,42,22,1.0,1756.0
13,53,1,1.0,2304.0
13,53,18,1.0,3902.0
13,53,20,2.0,2806.0
13,53,21,1.0,3200.0
13,56,4,2.0,2364.0
13,56,5,2.0,2070.5
13,56,6,3.0,2678.7
13,56,8,3.0,3950.3
13,56,10,1.0,3128.0
13,56,11,1.0,2759.0
13,56,12,3.0,3444.0
13,56,13,2.0,3762.5
13,56,15,3.0,4728.7
13,56,17,2.0,4943.5
13,56,18,1.0,3307.0
13,56,19,2.0,2838.5
13,56,20,1.0,2876.0
13,57,2,1.0,1693.0
13,57,7,1.0,3859.0
13,58,0,1.0,1765.0
13,58,13,1.0,2866.0
13,58,14,1.0,3969.0
13,58,18,1.0,2613.0
13,58,20,2.0,2553.5
13,60,1,1.0,1583.0
13,60,23,2.0,1586.0
13,61,13,1.0,2906.0
13,61,22,3.0,1738.0
13,63,0,1.0,1996.0
13,65,1,1.0,1614.0
13,65,10,1.0,2399.0
13,65,21,1.0,2447.0
13,65,23,1.0,2442.0
13,66,2,2.0,2279.0
13,71,0,1.0,2137.0
13,71,4,1.0,1957.0
13,71,17,1.0,4117.0
13,71,22,1.0,2147.0
13,73,16,1.0,5297.0
13,73,22,1.0,2719.0
13,73,23,2.0,2471.0
13,76,3,10.0,1160.2
13,76,4,23.0,1274.0
13,76,5,26.0,1718.3
13,76,6,23.0,2092.3
13,76,7,23.0,2234.4
13,76,8,18.0,2020.8
13,76,9,13.0,1773.1
13,76,10,13.0,1656.2
13,76,11,20.0,1531.1
13,76,12,14.0,1703.3
13,76,13,18.0,1933.4
13,76,14,8.0,2027.5
13,76,15,8.0,2172.0
13,76,16,15.0,2284.3
13,76,17,10.0,2083.2
13,76,18,14.0,1980.7
13,76,19,12.0,1961.6
13,76,20,5.0,1455.8
13,76,21,8.0,1361.6
13,76,22,1.0,1058.0
13,77,0,3.0,766.3
13,77,1,1.0,716.0
13,77,2,6.0,698.0
13,77,3,1.0,616.0
13,77,4,1.0,912.0
13,77,5,1.0,535.0
13,77,6,2.0,1106.5
13,77,7,10.0,1313.9
13,77,8,4.0,1048.0
13,77,9,8.0,932.1
13,77,10,7.0,916.9
13,77,11,9.0,878.0
13,77,12,14.0,919.8
13,77,13,10.0,931.3
13,77,14,12.0,928.2
13,77,15,13.0,1272.3
13,77,16,24.0,1050.5
13,77,17,25.0,1206.9
13,77,18,26.0,988.8
13,77,19,25.0,1133.5
13,77,20,16.0,849.4
13,77,21,19.0,975.6
13,77,22,14.0,908.8
13,77,23,7.0,705.0
14,1,0,6.0,1049.0
14,1,1,6.0,1278.5
14,1,2,3.0,905.3
14,1,3,6.0,1159.3
14,1,4,3.0,1100.0
14,1,5,4.0,1127.2
14,1,6,2.0,1255.0
14,1,7,14.0,1792.1
14,1,8,18.0,1466.1
14,1,9,13.0,1322.6
14,1,10,9.0,1303.9
14,1,11,11.0,1172.4
14,1,12,9.0,1359.0
14,1,13,13.0,1335.6
14,1,14,8.0,1387.6
14,1,15,14.0,1434.1
14,1,16,16.0,1520.2
14,1,17,10.0,1551.3
14,1,18,18.0,1449.8
14,1,19,17.0,1282.4
14,1,20,18.0,1223.2
14,1,21,20.0,1158.8
14,1,22,21.0,1118.3
14,1,23,19.0,1088.4
14,2,0,22.0,686.1
14,2,1,10.0,1005.7
14,2,2,6.0,824.5
14,2,3,7.0,680.7
14,2,4,9.0,615.7
14,2,5,12.0,710.5
14,2,6,11.0,808.6
14,2,7,49.0,909.9
14,2,8,22.0,939.0
14,2,9,18.0,857.6
14,2,10,14.0,852.1
14,2,11,17.0,888.9
14,2,12,19.0,833.1
14,2,13,21.0,823.0
14,2,14,28.0,913.7
14,2,15,26.0,899.0
14,2,16,30.0,1087.1
14,2,17,27.0,1003.6
14,2,18,38.0,939.4
14,2,19,23.0,881.4
14,2,20,22.0,791.9
14,2,21,30.0,745.0
14,2,22,23.0,855.3
14,2,23,25.0,764.4
14,3,0,10.0,784.8
14,3,1,13.0,740.9
14,3,2,6.0,709.3
14,3,3,2.0,645.5
14,3,4,6.0,645.7
14,3,5,4.0,804.8
14,3,6,10.0,968.4
14,3,23,13.0,863.2
14,4,0,15.0,554.5
14,4,1,14.0,638.7
14,4,2,9.0,449.9
14,4,3,4.0,443.8
14,4,4,2.0,378.0
14,4,5,6.0,405.3
14,4,6,18.0,495.7
14,4,7,65.0,754.0
14,4,8,60.0,609.0
14,4,9,30.0,546.2
14,4,10,44.0,544.9
14,4,11,37.0,486.2
14,4,12,37.0,538.1
14,4,13,36.0,525.1
14,4,14,39.0,564.9
14,4,15,44.0,579.1
14,4,16,41.0,584.1
14,4,17,46.0,636.5
14,4,18,62.0,622.0
14,4,19,47.0,495.2
14,4,20,27.0,480.7
14,4,21,36.0,489.8
14,4,22,50.0,408.9
14,4,23,32.0,1028.0
14,5,1,4.0,716.8
14,5,2,5.0,493.0
14,5,4,1.0,553.0
14,6,0,17.0,977.5
14,6,1,5.0,1006.0
14,6,2,3.0,1098.7
14,6,3,7.0,871.4
14,6,4,16.0,946.8
14,6,5,5.0,844.8
14,6,6,32.0,1219.8
14,6,7,26.0,1639.3
14,6,8,25.0,1488.8
14,6,9,30.0,1328.8
14,6,10,27.0,1319.3
14,6,11,34.0,1205.3
14,6,12,20.0,1256.6
14,6,13,24.0,1167.6
14,6,14,41.0,1223.2
14,6,15,38.0,1377.1
14,6,16,34.0,1321.8
14,6,17,33.0,1384.4
14,6,18,51.0,1294.1
14,6,19,70.0,1174.5
14,6,20,30.0,1136.3
14,6,21,37.0,980.2
14,6,22,34.0,975.5
14,6,23,35.0,1003.3
14,7,0,4.0,1216.2
14,7,1,3.0,1071.3
14,7,2,1.0,877.0
14,7,3,1.0,1193.0
14,7,4,2.0,1009.5
14,7,5,8.0,930.2
14,7,6,15.0,1380.7
14,7,7,41.0,2062.3
14,7,8,26.0,1801.5
14,7,9,25.0,1515.8
14,7,10,19.0,1384.9
14,7,11,10.0,1405.3
14,7,12,14.0,1437.9
14,7,13,11.0,1318.1
14,7,14,23.0,1683.3
14,7,15,12.0,1937.3
14,7,16,16.0,1619.2
14,7,17,27.0,1741.3
14,7,18,22.0,1552.0
14,7,19,27.0,1463.5
14,7,20,18.0,1374.8
14,7,21,12.0,1200.3
14,7,22,21.0,1013.0
14,7,23,13.0,1074.0
14,8,0,16.0,1186.4
14,8,1,11.0,889.6
14,8,2,8.0,944.2
14,8,3,6.0,1021.2
14,8,4,22.0,973.2
14,8,5,44.0,1228.9
14,8,6,74.0,1469.5
14,8,7,73.0,2381.5
14,8,8,72.0,2574.2
14,8,9,81.0,2002.4
14,8,10,73.0,1761.5
14,8,11,44.0,1666.4
14,8,12,41.0,1693.3
14,8,13,39.0,1656.7
14,8,14,52.0,1818.0
14,8,15,53.0,2090.5
14,8,16,34.0,2184.0
14,8,17,39.0,2048.7
14,8,18,27.0,1816.4
14,8,19,30.0,1608.1
14,8,20,41.0,1415.4
14,8,21,27.0,1296.0
14,8,22,37.0,1161.2
14,8,23,32.0,1181.3
14,10,2,1.0,1124.0
14,11,1,3.0,606.7
14,11,2,13.0,516.2
14,11,3,4.0,377.0
14,11,4,5.0,515.8
14,11,5,12.0,514.1
14,11,6,4.0,1099.2
14,11,7,25.0,788.8
14,11,8,15.0,741.8
14,11,9,12.0,602.2
14,11,10,16.0,557.6
14,11,11,8.0,703.1
14,11,12,15.0,719.1
14,11,13,13.0,519.5
14,11,14,13.0,701.2
14,11,15,11.0,788.3
14,11,16,9.0,843.2
14,11,17,12.0,1085.7
14,11,18,12.0,903.6
14,11,19,12.0,609.5
14,11,20,9.0,740.7
14,11,21,10.0,664.4
14,11,22,10.0,681.1
14,11,23,3.0,464.3
14,12,1,1.0,259.0
14,12,5,4.0,411.8
14,12,6,4.0,787.5
14,12,7,24.0,590.7
14,12,8,20.0,805.1
14,12,9,6.0,743.7
14,12,10,3.0,414.7
14,12,11,2.0,565.5
14,12,12,8.0,583.1
14,12,13,4.0,654.0
14,12,14,6.0,571.5
14,12,15,9.0,1011.8
14,12,16,5.0,1022.8
14,12,17,5.0,1000.8
14,12,18,9.0,657.6
14,12,19,10.0,550.5
14,12,20,8.0,518.5
14,12,21,4.0,491.5
14,12,22,8.0,648.0
14,12,23,2.0,482.5
14,13,0,4.0,355.5
14,13,1,11.0,380.7
14,13,2,6.0,247.0
14,13,3,4.0,353.0
14,13,4,4.0,405.5
14,13,5,4.0,388.2
14,14,0,53.0,317.9
14,14,1,44.0,275.2
14,14,2,21.0,259.9
14,14,3,18.0,174.1
14,14,4,13.0,226.7
14,14,5,10.0,468.6
14,14,6,45.0,279.1
14,14,7,5.0,354.2
14,14,9,7.0,335.6
14,14,10,13.0,342.2
14,14,11,24.0,500.1
14,14,12,12.0,404.8
14,14,13,6.0,660.7
14,14,14,5.0,382.6
14,14,20,19.0,386.5
14,14,21,22.0,437.4
14,14,22,39.0,321.1
14,14,23,72.0,284.1
14,15,0,10.0,646.0
14,15,1,7.0,654.4
14,15,2,8.0,608.9
14,15,3,2.0,715.5
14,15,4,4.0,829.2
14,15,5,15.0,575.8
14,15,6,18.0,637.4
14,15,7,29.0,948.7
14,15,8,22.0,918.7
14,15,9,28.0,775.9
14,15,10,25.0,744.2
14,15,11,16.0,612.5
14,15,12,19.0,807.1
14,15,13,14.0,899.7
14,15,14,17.0,1036.9
14,15,15,24.0,1100.3
14,15,16,34.0,1123.4
14,15,17,28.0,1030.2
14,15,18,34.0,997.3
14,15,19,37.0,828.3
14,15,20,24.0,728.2
14,15,21,21.0,742.2
14,15,22,20.0,709.1
14,15,23,11.0,545.4
14,16,0,29.0,396.8
14,16,1,28.0,322.9
14,16,2,14.0,334.6
14,16,3,12.0,340.0
14,16,4,14.0,346.9
14,16,5,15.0,277.6
14,16,6,50.0,366.3
14,16,7,6.0,462.3
14,16,11,2.0,325.5
14,16,20,6.0,442.0
14,16,21,11.0,358.2
14,16,22,10.0,406.7
14,16,23,12.0,324.6
14,17,0,3.0,897.3
14,17,1,1.0,878.0
14,17,2,2.0,1069.0
14,17,4,7.0,956.9
14,17,5,3.0,1110.7
14,17,6,5.0,1201.8
14,17,7,26.0,1192.3
14,17,8,12.0,1177.7
14,17,9,25.0,952.7
14,17,10,24.0,1132.2
14,17,11,7.0,1262.4
14,17,12,11.0,1191.1
14,17,13,20.0,1249.7
14,17,14,8.0,1532.8
14,17,15,7.0,1623.3
14,17,16,4.0,1354.8
14,17,17,4.0,1783.0
14,17,18,6.0,1649.3
14,17,19,4.0,1319.2
14,17,20,3.0,1164.7
14,17,21,3.0,1207.0
14,17,22,7.0,1046.3
14,17,23,2.0,1235.5
14,18,1,1.0,1922.0
14,18,7,3.0,1814.7
14,18,8,2.0,1994.0
14,18,10,5.0,1479.8
14,18,11,3.0,1683.0
14,18,13,1.0,1836.0
14,18,15,2.0,2196.0
14,18,16,2.0,2115.5
14,18,17,3.0,2154.0
14,18,18,1.0,2091.0
14,18,19,1.0,1429.0
14,18,22,3.0,1142.3
14,18,23,2.0,1361.0
14,19,0,10.0,1193.0
14,19,1,2.0,1217.5
14,19,2,6.0,1023.3
14,19,3,2.0,965.0
14,19,4,6.0,1052.7
14,19,5,9.0,975.2
14,19,6,4.0,1143.0
14,19,23,6.0,967.7
14,20,0,3.0,710.7
14,20,1,1.0,783.0
14,20,2,2.0,630.5
14,20,3,3.0,1405.0
14,20,4,1.0,992.0
14,20,5,4.0,842.5
14,20,6,11.0,1131.3
14,20,7,6.0,1231.3
14,20,8,10.0,1034.1
14,20,9,1.0,827.0
14,20,10,2.0,748.0
14,20,11,1.0,947.0
14,20,12,6.0,1180.3
14,20,13,6.0,1236.2
14,20,14,2.0,1274.5
14,20,15,6.0,1732.3
14,20,16,11.0,1494.3
14,20,17,11.0,1478.6
14,20,18,18.0,1391.8
14,20,19,6.0,1092.3
14,20,20,3.0,992.0
14,20,21,9.0,806.4
14,20,22,4.0,783.2
14,20,23,6.0,873.3
14,21,0,15.0,573.5
14,21,1,6.0,605.8
14,21,2,1.0,379.0
14,21,3,4.0,569.8
14,21,4,10.0,604.9
14,21,5,9.0,544.6
14,21,6,16.0,649.1
14,21,7,30.0,952.9
14,21,8,32.0,944.1
14,21,9,17.0,704.4
14,21,10,19.0,605.2
14,21,11,22.0,681.0
14,21,12,31.0,618.9
14,21,13,30.0,704.1
14,21,14,32.0,891.5
14,21,15,24.0,889.2
14,21,16,34.0,860.3
14,21,17,32.0,943.4
14,21,18,44.0,889.3
14,21,19,37.0,834.6
14,21,20,17.0,681.0
14,21,21,24.0,616.2
14,21,22,15.0,577.2
14,21,23,13.0,581.5
14,22,0,5.0,678.0
14,22,1,7.0,661.3
14,22,2,8.0,794.4
14,22,3,4.0,793.2
14,22,4,6.0,652.0
14,22,5,8.0,688.0
14,23,0,8.0,968.2
14,23,1,3.0,934.3
14,23,2,1.0,767.0
14,23,3,1.0,709.0
14,23,4,1.0,1016.0
14,23,6,8.0,1109.9
14,23,7,4.0,1578.2
14,23,8,5.0,1613.4
14,23,9,6.0,1247.5
14,23,10,8.0,1256.6
14,23,11,10.0,1343.9
14,23,12,2.0,1324.0
14,23,13,9.0,1388.3
14,23,14,4.0,1616.0
14,23,15,7.0,2109.3
14,23,16,8.0,1903.0
14,23,17,15.0,1714.0
14,23,18,14.0,1929.8
14,23,19,9.0,1280.6
14,23,20,9.0,1504.0
14,23,21,12.0,1228.5
14,23,22,12.0,1012.0
14,23,23,14.0,1163.1
14,24,0,16.0,899.0
14,24,1,9.0,936.8
14,24,2,6.0,1002.2
14,24,3,11.0,836.0
14,24,4,9.0,828.4
14,24,5,7.0,790.0
14,24,6,33.0,1278.7
14,24,7,41.0,1971.4
14,24,8,47.0,2030.4
14,24,9,39.0,1470.1
14,24,10,24.0,1327.9
14,24,11,34.0,1273.8
14,24,12,19.0,1383.8
14,24,13,27.0,1366.2
14,24,14,26.0,1484.4
14,24,15,26.0,1760.5
14,24,16,24.0,1770.8
14,24,17,23.0,1704.8
14,24,18,41.0,1640.4
14,24,19,38.0,1378.4
14,24,20,26.0,1151.7
14,24,21,15.0,1148.0
14,24,22,20.0,1003.5
14,24,23,8.0,898.0
14,25,0,3.0,1285.0
14,25,1,2.0,1885.5
14,25,2,2.0,1465.5
14,25,3,1.0,2100.0
14,25,5,1.0,1753.0
14,25,6,3.0,1495.0
14,25,7,1.0,2012.0
14,25,8,4.0,2051.2
14,25,9,8.0,1747.5
14,25,10,7.0,1715.6
14,25,11,2.0,1559.5
14,25,12,3.0,2107.0
14,25,13,1.0,2426.0
14,25,14,4.0,2149.0
14,25,15,7.0,2395.4
14,25,16,8.0,2244.9
14,25,17,10.0,2424.1
14,25,18,3.0,2373.7
14,25,19,6.0,1902.2
14,25,20,6.0,1475.5
14,25,21,10.0,1507.3
14,25,22,2.0,1860.5
14,25,23,2.0,1652.5
14,26,5,1.0,1477.0
14,26,7,2.0,2056.5
14,26,8,4.0,2743.5
14,26,14,4.0,1851.2
14,26,16,2.0,2422.0
14,26,18,1.0,2291.0
14,26,19,1.0,2431.0
14,26,20,2.0,1395.0
14,26,21,1.0,1159.0
14,26,22,1.0,1247.0
14,27,2,1.0,984.0
14,28,0,9.0,1229.8
14,28,1,4.0,950.0
14,28,2,4.0,1068.8
14,28,3,3.0,1190.7
14,28,4,8.0,976.4
14,28,5,40.0,1087.3
14,28,6,15.0,1318.7
14,28,23,2.0,1067.5
14,29,0,2.0,1413.5
14,29,6,4.0,1733.5
14,29,7,2.0,1764.0
14,29,9,1.0,2196.0
14,29,11,2.0,2099.5
14,29,12,1.0,1886.0
14,29,13,1.0,2165.0
14,29,15,2.0,2830.0
14,29,17,1.0,2737.0
14,29,18,1.0,1872.0
14,29,19,2.0,2479.5
14,29,21,1.0,1558.0
14,29,22,1.0,1421.0
14,30,0,1.0,1980.0
14,30,1,3.0,1571.3
14,30,2,4.0,1559.5
14,30,3,1.0,1337.0
14,30,4,3.0,1926.7
14,30,5,2.0,1589.0
14,30,6,1.0,1857.0
14,30,7,2.0,2611.5
14,30,9,2.0,2088.0
14,30,14,1.0,2246.0
14,30,15,4.0,2836.2
14,30,17,1.0,2555.0
14,30,18,2.0,2716.5
14,30,21,4.0,1910.0
14,30,22,4.0,1616.5
14,30,23,1.0,1387.0
14,31,2,1.0,1706.0
14,31,5,2.0,1813.5
14,31,6,14.0,2016.1
14,31,7,3.0,2755.0
14,31,8,4.0,2521.5
14,31,9,6.0,2456.0
14,31,10,9.0,2294.4
14,31,11,5.0,2026.8
14,31,12,4.0,2166.2
14,31,13,3.0,2124.3
14,31,14,2.0,2935.0
14,31,15,1.0,2953.0
14,31,16,1.0,2733.0
14,31,17,3.0,2765.0
14,31,18,5.0,2444.4
14,31,19,6.0,1793.2
14,31,20,10.0,1793.3
14,31,21,2.0,1156.5
14,31,22,3.0,1247.0
14,31,23,3.0,1155.3
14,32,1,5.0,1007.0
14,32,2,7.0,1299.9
14,32,3,1.0,840.0
14,32,4,8.0,1033.8
14,33,1,1.0,919.0
14,33,3,1.0,1097.0
14,33,4,2.0,1175.5
14,33,6,12.0,2015.2
14,33,7,1.0,2555.0
14,33,8,2.0,3212.5
14,33,9,7.0,2628.6
14,33,10,7.0,2420.6
14,33,11,6.0,2987.7
14,33,12,4.0,1731.8
14,33,13,3.0,1985.7
14,33,14,1.0,1976.0
14,33,15,1.0,2465.0
14,33,16,2.0,2963.5
14,33,18,4.0,2316.2
14,33,19,2.0,1842.0
14,33,20,5.0,1845.6
14,33,21,1.0,1313.0
14,33,22,2.0,1532.0
14,33,23,2.0,1573.0
14,34,7,1.0,1551.0
14,34,10,1.0,1394.0
14,34,11,1.0,1572.0
14,34,17,3.0,3070.0
14,34,18,1.0,1790.0
14,34,21,1.0,1602.0
14,34,22,1.0,1030.0
14,35,0,1.0,1660.0
14,35,2,4.0,1216.5
14,35,3,3.0,1691.7
14,35,4,2.0,2133.0
14,35,6,1.0,1475.0
14,35,8,1.0,2077.0
14,35,11,7.0,1745.3
14,35,13,1.0,1633.0
14,35,15,1.0,2312.0
14,35,17,1.0,2199.0
14,35,18,1.0,2223.0
14,35,19,1.0,2895.0
14,35,21,1.0,1537.0
14,35,22,2.0,1876.0
14,38,0,5.0,1435.2
14,38,8,1.0,2582.0
14,38,10,1.0,2119.0
14,38,12,2.0,2093.5
14,38,15,1.0,2324.0
14,38,17,2.0,2165.5
14,38,20,1.0,2804.0
14,39,7,1.0,2408.0
14,39,8,1.0,3249.0
14,39,15,1.0,2909.0
14,39,18,1.0,2315.0
14,39,20,1.0,2436.0
14,39,23,1.0,1981.0
14,40,18,1.0,1976.0
14,40,23,1.0,1479.0
14,41,0,2.0,1490.5
14,41,4,1.0,2690.0
14,42,3,2.0,1670.0
14,43,1,1.0,1634.0
14,44,18,1.0,3457.0
14,44,19,1.0,2984.0
14,44,21,2.0,1741.5
14,46,11,1.0,3313.0
14,49,1,1.0,1857.0
14,49,3,1.0,1952.0
14,49,18,1.0,3743.0
14,51,21,1.0,2216.0
14,52,12,1.0,2867.0
14,55,19,1.0,4582.0
14,56,2,1.0,1706.0
14,56,3,8.0,1879.4
14,56,4,9.0,1828.4
14,56,5,9.0,2121.3
14,56,6,10.0,2646.9
14,56,7,3.0,3495.7
14,56,8,3.0,3439.3
14,56,9,4.0,2785.2
14,56,10,7.0,2730.9
14,56,11,3.0,3331.7
14,56,12,2.0,2419.5
14,56,13,3.0,3212.0
14,56,14,1.0,4271.0
14,56,15,3.0,4268.0
14,56,16,5.0,4184.6
14,56,17,1.0,4650.0
14,56,18,3.0,3412.7
14,56,19,3.0,2566.7
14,56,20,2.0,2311.5
14,56,22,1.0,2050.0
14,57,0,1.0,1456.0
14,57,5,2.0,1792.5
14,57,6,7.0,2647.3
14,58,0,1.0,2520.0
14,58,1,4.0,1959.2
14,58,3,1.0,2064.0
14,58,8,2.0,2733.5
14,58,9,4.0,2655.2
14,58,13,1.0,2858.0
14,58,18,2.0,2465.5
14,58,21,1.0,1837.0
14,58,23,3.0,1674.3
14,59,4,1.0,1074.0
14,59,7,1.0,2669.0
14,59,10,1.0,2597.0
14,59,14,1.0,3044.0
14,59,15,1.0,3157.0
14,60,0,1.0,1656.0
14,60,6,1.0,2890.0
14,60,8,1.0,2453.0
14,60,15,1.0,2261.0
14,60,18,1.0,1798.0
14,60,19,1.0,1645.0
14,60,21,2.0,1582.0
14,60,22,2.0,1607.0
14,60,23,1.0,1860.0
14,61,3,2.0,1737.5
14,61,5,1.0,1941.0
14,61,8,1.0,3353.0
14,61,15,2.0,3225.0
14,61,18,2.0,2440.5
14,61,19,1.0,2327.0
14,63,1,1.0,1790.0
14,64,22,1.0,1734.0
14,66,0,1.0,2026.0
14,66,3,1.0,2131.0
14,66,12,1.0,3469.0
14,66,14,1.0,4136.0
14,66,17,2.0,5066.0
14,66,18,1.0,3261.0
14,66,20,1.0,2435.0
14,66,21,1.0,2247.0
14,66,22,1.0,2511.0
14,67,3,1.0,1510.0
14,67,19,1.0,2845.0
14,68,0,1.0,1772.0
14,68,2,2.0,1838.5
14,68,19,1.0,1973.0
14,69,23,2.0,1957.5
14,70,5,1.0,4091.0
14,70,8,1.0,3442.0
14,71,9,1.0,2242.0
14,71,19,1.0,2284.0
14,71,22,1.0,1992.0
14,73,12,1.0,2362.0
14,73,15,1.0,3507.0
14,75,0,1.0,1814.0
14,76,0,1.0,714.0
14,76,1,3.0,899.3
14,76,2,10.0,1009.8
14,76,3,40.0,1129.2
14,76,4,86.0,1129.1
14,76,5,72.0,1659.1
14,77,1,10.0,1058.6
14,77,2,6.0,874.8
14,77,3,2.0,1019.0
14,77,4,5.0,930.6
15,1,0,2.0,1237.0
15,1,1,2.0,1463.0
15,1,2,1.0,1215.0
15,1,4,1.0,1105.0
15,1,23,3.0,1535.7
15,2,0,7.0,1268.6
15,2,1,3.0,1113.0
15,2,2,2.0,1394.5
15,2,3,1.0,982.0
15,2,6,1.0,1309.0
15,2,23,1.0,910.0
15,3,0,1.0,1032.0
15,3,1,3.0,1355.0
15,3,2,2.0,1343.0
15,3,4,4.0,1281.0
15,3,5,6.0,1427.5
15,3,6,6.0,2086.5
