origin,destination,hour,trips,mean_trip_seconds
1,1,0,151.0,332.3
1,1,1,111.0,289.4
1,1,2,92.0,258.8
1,1,3,49.0,273.1
1,1,4,55.0,435.9
1,1,5,20.0,252.7
1,1,6,72.0,314.5
1,1,7,149.0,400.6
1,1,8,286.0,375.0
1,1,9,176.0,424.4
1,1,10,147.0,346.2
1,1,11,145.0,358.8
1,1,12,135.0,339.1
1,1,13,139.0,342.2
1,1,14,143.0,375.2
1,1,15,234.0,529.7
1,1,16,197.0,404.0
1,1,17,188.0,453.4
1,1,18,181.0,424.1
1,1,19,206.0,337.4
1,1,20,199.0,330.4
1,1,21,228.0,332.0
1,1,22,221.0,390.1
1,1,23,259.0,288.9
1,2,0,14.0,489.8
1,2,1,48.0,417.7
1,2,2,30.0,392.3
1,2,3,23.0,455.6
1,2,4,21.0,402.2
1,2,5,24.0,344.1
1,3,0,32.0,732.2
1,3,1,22.0,723.6
1,3,2,18.0,631.3
1,3,3,19.0,603.2
1,3,4,29.0,635.6
1,3,5,16.0,699.4
1,3,6,36.0,787.2
1,3,7,37.0,1043.1
1,3,8,71.0,1045.3
1,3,9,98.0,953.4
1,3,10,71.0,872.5
1,3,11,66.0,931.7
1,3,12,53.0,880.9
1,3,13,51.0,899.8
1,3,14,58.0,905.7
1,3,15,52.0,1038.9
1,3,16,78.0,1078.7
1,3,17,75.0,1104.9
1,3,18,90.0,1052.1
1,3,19,107.0,811.8
1,3,20,66.0,769.8
1,3,21,81.0,734.0
1,3,22,93.0,742.2
1,3,23,81.0,747.1
1,4,1,7.0,626.4
1,4,2,7.0,960.1
1,4,3,6.0,639.8
1,4,4,5.0,543.0
1,5,1,3.0,804.7
1,5,2,1.0,671.0
1,5,3,2.0,1049.0
1,5,4,2.0,1214.5
1,5,5,4.0,1376.0
1,6,0,62.0,906.1
1,6,1,24.0,975.8
1,6,2,16.0,876.5
1,6,3,20.0,792.9
1,6,4,15.0,808.0
1,6,5,9.0,859.4
1,6,6,49.0,1012.0
1,6,7,70.0,1679.5
1,6,8,60.0,1451.5
1,6,9,100.0,1335.9
1,6,10,75.0,1215.7
1,6,11,56.0,1168.9
1,6,12,59.0,1138.7
1,6,13,75.0,1189.1
1,6,14,60.0,1231.5
1,6,15,61.0,1374.3
1,6,16,56.0,1511.0
1,6,17,79.0,1463.6
1,6,18,114.0,1374.0
1,6,19,123.0,1161.6
1,6,20,116.0,1063.9
1,6,21,123.0,1033.0
1,6,22,132.0,963.6
1,6,23,119.0,954.0
1,7,0,20.0,1078.2
1,7,1,4.0,1257.5
1,7,2,3.0,1236.7
1,7,3,3.0,1018.3
1,7,4,8.0,1056.8
1,7,5,7.0,1114.1
1,7,6,44.0,1171.9
1,7,7,15.0,1859.3
1,7,8,22.0,1731.5
1,7,9,45.0,1642.4
1,7,10,54.0,1410.7
1,7,11,52.0,1316.5
1,7,12,37.0,1412.6
1,7,13,31.0,1430.3
1,7,14,25.0,1541.8
1,7,15,18.0,1450.3
1,7,16,9.0,1591.1
1,7,17,23.0,1580.1
1,7,18,27.0,1538.6
1,7,19,19.0,1286.6
1,7,20,22.0,1381.0
1,7,21,20.0,1141.2
1,7,22,46.0,1092.1
1,7,23,52.0,1118.2
1,8,0,24.0,1167.0
1,8,1,20.0,1283.4
1,8,2,12.0,1135.2
1,8,3,17.0,1156.6
1,8,4,24.0,1073.8
1,8,5,67.0,1144.5
1,8,6,145.0,1332.3
1,8,7,170.0,2570.2
1,8,8,142.0,2376.6
1,8,9,187.0,1734.6
1,8,10,210.0,1495.4
1,8,11,139.0,1412.0
1,8,12,121.0,1414.2
1,8,13,112.0,1363.9
1,8,14,127.0,1496.7
1,8,15,104.0,1663.4
1,8,16,93.0,1836.9
1,8,17,86.0,1838.0
1,8,18,112.0,1659.2
1,8,19,108.0,1453.6
1,8,20,71.0,1301.7
1,8,21,74.0,1209.3
1,8,22,57.0,1296.3
1,8,23,80.0,1231.0
1,10,1,1.0,1849.0
1,10,4,1.0,1421.0
1,11,2,1.0,1429.0
1,11,3,2.0,1745.0
1,11,4,4.0,1182.5
1,12,1,1.0,1425.0
1,12,6,3.0,1682.7
1,12,7,8.0,1058.8
1,12,8,14.0,1336.4
1,12,9,8.0,1275.8
1,12,10,7.0,1070.0
1,12,11,4.0,1427.0
1,12,12,3.0,1427.3
1,12,13,4.0,1391.8
1,12,14,2.0,1621.0
1,12,15,1.0,1952.0
1,12,17,1.0,1786.0
1,12,18,5.0,1500.4
1,12,19,4.0,1408.0
1,12,20,2.0,1167.5
1,12,21,1.0,1250.0
1,12,22,2.0,1076.5
1,12,23,1.0,1061.0
1,13,1,2.0,941.0
1,13,3,5.0,889.4
1,13,4,3.0,685.0
1,13,5,11.0,738.8
1,13,6,11.0,1262.0
1,13,7,55.0,1170.3
1,13,8,48.0,1148.1
1,13,9,45.0,1112.4
1,13,10,18.0,1010.6
1,13,11,19.0,1025.5
1,13,12,18.0,1122.2
1,13,13,14.0,1014.9
1,13,14,14.0,1047.4
1,13,15,14.0,1253.6
1,13,16,13.0,1145.8
1,13,17,14.0,1218.8
1,13,18,19.0,1179.8
1,13,19,10.0,936.3
1,13,20,7.0,1026.4
1,13,21,7.0,965.4
1,13,22,8.0,974.9
1,13,23,4.0,934.2
1,14,0,12.0,960.4
1,14,1,8.0,1069.6
1,14,2,4.0,1083.2
1,14,3,8.0,939.2
1,14,4,6.0,966.2
1,14,5,2.0,991.0
1,14,7,14.0,1473.6
1,14,8,7.0,1349.1
1,14,9,8.0,1439.0
1,14,10,16.0,1225.0
1,14,11,15.0,1261.8
1,14,12,7.0,1302.4
1,14,13,11.0,1285.4
1,14,14,14.0,1388.9
1,14,15,16.0,1747.2
1,14,16,7.0,1861.1
1,14,17,11.0,1762.3
1,14,18,17.0,1502.2
1,14,19,25.0,1248.8
1,14,20,18.0,1199.5
1,14,21,30.0,1149.7
1,14,22,13.0,1070.7
1,14,23,21.0,1039.8
1,15,1,6.0,1339.7
1,15,2,4.0,1384.5
1,15,3,4.0,1935.0
1,15,4,2.0,1372.5
1,16,0,3.0,1145.7
1,16,1,7.0,1093.4
1,16,2,6.0,1009.7
1,16,3,4.0,1013.8
1,16,4,4.0,1194.5
1,16,5,1.0,1456.0
1,16,6,6.0,1396.0
1,16,7,2.0,1567.0
1,16,22,1.0,1371.0
1,16,23,4.0,1316.5
1,17,0,3.0,1920.0
1,17,1,1.0,1760.0
1,17,2,2.0,1527.0
1,17,4,3.0,1536.0
1,17,5,9.0,1677.0
1,17,8,4.0,2811.2
1,17,9,7.0,2097.3
1,17,10,3.0,2963.0
1,17,11,2.0,2171.5
1,17,13,1.0,2060.0
1,17,14,2.0,2845.0
1,17,15,4.0,2730.2
1,17,17,2.0,3110.5
1,17,18,1.0,2399.0
1,17,19,3.0,2458.3
1,17,22,2.0,2051.0
1,17,23,4.0,2027.5
1,19,0,4.0,1664.5
1,19,2,2.0,1698.0
1,19,3,1.0,1864.0
1,19,6,2.0,2630.5
1,19,7,1.0,2852.0
1,19,8,7.0,2641.9
1,19,9,5.0,2251.8
1,19,10,1.0,2629.0
1,19,11,2.0,2842.5
1,19,12,3.0,2499.3
1,19,13,4.0,2557.5
1,19,14,4.0,3103.2
1,19,15,4.0,3143.5
1,19,16,5.0,3598.8
1,19,18,3.0,3047.0
1,19,19,2.0,2324.0
1,19,20,3.0,2355.7
1,19,21,7.0,1925.1
1,19,22,4.0,1804.8
1,19,23,4.0,1940.0
1,20,0,2.0,1884.0
1,20,1,1.0,1715.0
1,21,0,2.0,1534.5
1,21,1,3.0,1562.7
1,21,2,1.0,1328.0
1,21,3,2.0,1347.5
1,21,4,2.0,1206.5
1,21,5,6.0,1295.5
1,22,1,5.0,1402.6
1,22,2,3.0,1455.3
1,22,3,9.0,1524.6
1,22,4,5.0,1502.8
1,22,5,3.0,1636.3
1,23,0,2.0,1785.5
1,23,1,1.0,1756.0
1,23,2,1.0,2098.0
1,23,3,1.0,1585.0
1,23,6,2.0,2645.0
1,23,7,6.0,3235.5
1,23,8,2.0,2857.0
1,23,9,7.0,2365.4
1,23,10,4.0,2393.2
1,23,11,2.0,2349.5
1,23,12,6.0,2422.2
1,23,13,3.0,2091.3
1,23,14,2.0,2418.0
1,23,15,2.0,3127.5
1,23,16,2.0,2779.0
1,23,17,4.0,3386.5
1,23,19,8.0,2409.9
1,23,20,3.0,2572.7
1,23,21,3.0,2147.0
1,23,22,2.0,2282.5
1,23,23,10.0,1986.1
1,24,0,4.0,1415.5
1,24,1,4.0,1454.5
1,24,2,1.0,1356.0
1,24,3,2.0,1188.0
1,24,5,6.0,1619.7
1,25,0,1.0,2397.0
1,27,2,2.0,1868.0
1,27,3,1.0,1610.0
1,28,0,9.0,1641.3
1,28,1,6.0,1844.8
1,28,2,4.0,1926.5
1,28,3,8.0,1446.1
1,28,4,9.0,1523.6
1,28,5,33.0,1672.4
1,28,6,14.0,1576.1
1,29,4,1.0,1841.0
1,29,5,1.0,1991.0
1,30,0,1.0,2362.0
1,30,2,1.0,1996.0
1,30,3,1.0,2008.0
1,30,4,1.0,2737.0
1,30,5,2.0,2304.0
1,30,6,1.0,2385.0
1,30,23,2.0,2032.0
1,31,0,1.0,1543.0
1,31,1,1.0,1819.0
1,31,2,1.0,1807.0
1,31,3,3.0,1518.0
1,31,4,2.0,1524.0
1,31,6,1.0,2053.0
1,31,9,1.0,2133.0
1,31,12,5.0,2166.8
1,31,13,5.0,2398.4
1,31,14,1.0,3341.0
1,31,15,1.0,6199.0
1,31,17,1.0,2588.0
1,31,19,2.0,2107.0
1,31,20,3.0,2065.0
1,31,21,3.0,1991.3
1,31,23,2.0,2024.5
1,32,0,3.0,1427.3
1,32,1,9.0,1610.0
1,32,2,4.0,1263.5
1,32,3,8.0,1312.0
1,32,4,5.0,1279.0
1,32,5,43.0,1365.9
1,32,6,124.0,1501.0
1,32,7,131.0,2809.9
1,32,8,149.0,2727.7
1,32,9,137.0,2224.5
1,32,10,115.0,2012.0
1,32,11,101.0,1852.2
1,32,12,91.0,1855.2
1,32,13,62.0,1787.5
1,32,14,41.0,1898.1
1,32,15,43.0,2298.4
1,32,16,45.0,2423.2
1,32,17,31.0,2292.0
1,32,18,35.0,1976.1
1,32,19,19.0,1772.8
1,32,20,23.0,1518.7
1,32,21,21.0,1517.2
1,32,22,17.0,1501.4
1,32,23,10.0,1751.4
1,33,0,4.0,1609.2
1,33,1,4.0,1824.0
1,33,3,3.0,1272.0
1,33,4,2.0,1487.5
1,33,5,4.0,1409.5
1,33,6,6.0,1826.8
1,33,7,1.0,3007.0
1,33,21,2.0,1398.5
1,33,22,2.0,1979.5
1,33,23,2.0,1677.5
1,34,3,2.0,1428.5
1,34,13,2.0,2297.5
1,34,15,1.0,2432.0
1,34,16,1.0,2392.0
1,34,18,1.0,2999.0
1,34,19,2.0,1863.5
1,34,20,5.0,1604.6
1,34,22,1.0,1321.0
1,35,4,1.0,1510.0
1,35,5,1.0,1508.0
1,35,6,4.0,1738.5
1,35,7,3.0,4308.0
1,35,8,1.0,3425.0
1,35,9,3.0,3078.3
1,35,10,3.0,2327.7
1,35,11,2.0,2439.5
1,35,12,1.0,3036.0
1,35,13,1.0,1595.0
1,35,14,2.0,2178.5
1,35,18,1.0,2450.0
1,35,20,1.0,1732.0
1,35,21,1.0,1830.0
1,35,23,3.0,2290.7
1,36,1,1.0,1965.0
1,38,1,2.0,1796.5
1,38,6,1.0,1945.0
1,38,7,10.0,3338.9
1,38,8,1.0,3650.0
1,38,11,1.0,2158.0
1,38,12,1.0,2119.0
1,38,13,1.0,2921.0
1,38,16,1.0,2257.0
1,38,17,1.0,3091.0
1,38,19,2.0,1991.5
1,38,20,3.0,1856.7
1,38,21,3.0,1849.7
1,38,22,1.0,2092.0
1,38,23,6.0,1808.2
1,39,6,1.0,1459.0
1,39,8,1.0,2377.0
1,39,9,1.0,2565.0
1,39,12,1.0,2269.0
1,39,14,1.0,2643.0
1,39,15,1.0,4150.0
1,39,17,2.0,2901.5
1,39,19,1.0,2917.0
1,39,20,1.0,2829.0
1,39,21,1.0,3172.0
1,39,22,1.0,2389.0
1,39,23,2.0,1743.0
1,40,0,1.0,2528.0
1,40,9,1.0,3070.0
1,40,10,2.0,2910.0
1,40,12,1.0,3369.0
1,40,15,1.0,3087.0
1,40,21,1.0,2002.0
1,41,0,2.0,2100.0
1,41,1,1.0,2330.0
1,41,2,1.0,1751.0
1,41,4,1.0,1764.0
1,41,5,5.0,1749.0
1,41,6,1.0,2442.0
1,41,7,10.0,3709.7
1,41,8,13.0,3144.0
1,41,9,3.0,2211.3
1,41,10,4.0,2460.8
1,41,11,2.0,2221.0
1,41,12,6.0,2609.7
1,41,13,3.0,1891.3
1,41,14,4.0,2259.2
1,41,15,1.0,2975.0
1,41,16,5.0,2749.2
1,41,17,1.0,2150.0
1,41,18,8.0,2833.4
1,41,19,4.0,2345.8
1,41,20,1.0,1706.0
1,41,22,4.0,2029.0
1,41,23,1.0,1555.0
1,42,1,1.0,3271.0
1,42,3,3.0,2129.0
1,42,6,1.0,2632.0
1,42,7,2.0,3297.5
1,42,8,1.0,2872.0
1,42,9,1.0,2431.0
1,42,10,2.0,2611.0
1,42,12,1.0,2887.0
1,42,13,2.0,2305.0
1,42,17,1.0,3034.0
1,42,18,2.0,2339.0
1,42,21,4.0,2036.0
1,42,22,4.0,2353.0
1,43,4,1.0,1879.0
1,46,0,1.0,2647.0
1,46,6,2.0,2643.5
1,46,12,1.0,2515.0
1,46,13,1.0,3307.0
1,46,19,3.0,3063.0
1,46,20,1.0,3395.0
1,46,22,2.0,2369.0
1,46,23,2.0,3375.0
1,47,7,2.0,3104.5
1,47,11,1.0,3497.0
1,49,0,2.0,2780.5
1,49,3,1.0,2311.0
1,49,22,1.0,3307.0
1,51,3,1.0,2366.0
1,53,0,1.0,2320.0
1,53,19,1.0,3820.0
1,54,15,1.0,4445.0
1,55,0,1.0,2944.0
1,56,0,1.0,2412.0
1,56,1,1.0,2077.0
1,56,2,1.0,2003.0
1,56,3,8.0,2283.4
1,56,4,16.0,2270.8
1,56,5,14.0,2243.4
1,56,6,17.0,2600.0
1,56,7,12.0,3544.8
1,56,8,4.0,2906.5
1,56,9,9.0,3251.2
1,56,10,14.0,2860.9
1,56,11,12.0,3117.8
1,56,12,14.0,3042.4
1,56,13,13.0,3464.5
1,56,14,16.0,4655.8
1,56,15,17.0,4569.5
1,56,16,13.0,4895.3
1,56,17,10.0,4911.8
1,56,18,9.0,3485.6
1,56,19,4.0,3099.2
1,56,20,8.0,2451.0
1,56,21,1.0,2239.0
1,56,22,2.0,3304.5
1,57,4,1.0,2304.0
1,57,6,2.0,2240.5
1,59,2,1.0,1740.0
1,59,23,1.0,2478.0
1,60,0,2.0,2059.5
1,60,1,1.0,3196.0
1,60,3,1.0,2399.0
1,60,6,3.0,1830.7
1,60,7,1.0,2751.0
1,60,9,1.0,2206.0
1,60,10,2.0,2402.0
1,60,11,1.0,1856.0
1,60,13,1.0,3323.0
1,60,14,1.0,1953.0
1,60,15,4.0,2704.5
1,60,16,6.0,3722.2
1,60,17,1.0,3159.0
1,60,18,1.0,1925.0
1,60,19,3.0,1878.0
1,60,21,1.0,2039.0
1,60,22,3.0,1758.3
1,60,23,1.0,2133.0
1,61,2,1.0,2125.0
1,61,3,2.0,2149.0
1,61,5,1.0,1506.0
1,61,6,1.0,2215.0
1,61,7,2.0,2826.5
1,61,8,3.0,3544.7
1,61,9,1.0,2368.0
1,61,10,1.0,3508.0
1,61,17,1.0,2701.0
1,61,18,3.0,2945.7
1,62,23,1.0,2665.0
1,64,17,1.0,4024.0
1,65,3,1.0,1828.0
1,67,3,1.0,1914.0
1,67,8,1.0,4918.0
1,67,11,1.0,3303.0
1,67,12,1.0,2393.0
1,67,19,4.0,3085.0
1,67,20,1.0,3389.0
1,67,23,1.0,1671.0
1,68,1,1.0,1567.0
1,68,11,2.0,2779.0
1,68,13,1.0,2358.0
1,68,18,1.0,1780.0
1,68,21,2.0,1820.5
1,68,22,1.0,1783.0
1,68,23,2.0,2403.0
1,69,0,1.0,2227.0
1,69,2,1.0,2226.0
1,69,9,1.0,2536.0
1,69,10,1.0,1984.0
1,69,14,2.0,3547.0
1,69,15,2.0,2653.0
1,69,18,1.0,2847.0
1,69,19,2.0,2871.5
1,69,21,1.0,2543.0
1,69,22,1.0,2681.0
1,70,2,1.0,2461.0
1,70,8,2.0,3978.5
1,70,9,1.0,2767.0
1,70,13,1.0,2891.0
1,70,16,1.0,4140.0
1,70,19,1.0,3481.0
1,70,23,1.0,2463.0
1,71,1,2.0,3210.5
1,71,3,1.0,2455.0
1,71,12,1.0,3816.0
1,71,16,1.0,4846.0
1,71,18,1.0,3862.0
1,71,23,2.0,2935.5
1,72,7,1.0,3045.0
1,72,8,1.0,3812.0
1,72,9,1.0,2462.0
1,72,15,3.0,3926.7
1,72,19,1.0,4004.0
1,76,1,1.0,1699.0
1,76,2,4.0,2155.0
1,76,3,32.0,1881.9
1,76,4,111.0,1881.4
1,76,5,120.0,2322.8
1,76,6,108.0,2541.2
1,76,7,93.0,2849.5
1,76,8,65.0,2775.7
1,76,9,74.0,2371.1
1,76,10,78.0,2380.5
1,76,11,77.0,2530.2
1,76,12,87.0,2784.6
1,76,13,85.0,2916.8
1,76,14,63.0,3135.0
1,76,15,89.0,3539.0
1,76,16,86.0,3523.7
1,76,17,56.0,3263.8
1,76,18,48.0,2915.1
1,76,19,31.0,2641.7
1,76,20,10.0,2248.4
1,76,21,10.0,2124.7
1,76,22,3.0,1969.0
1,76,23,2.0,1981.5
1,77,0,65.0,449.4
1,77,1,55.0,388.4
1,77,2,24.0,347.4
1,77,3,26.0,306.6
1,77,4,23.0,378.2
1,77,5,18.0,394.0
2,1,0,30.0,451.0
2,1,1,33.0,381.7
2,1,2,18.0,372.9
2,1,3,9.0,378.2
2,1,4,20.0,348.0
2,1,5,12.0,441.8
2,2,0,65.0,321.7
2,2,1,40.0,277.2
2,2,2,36.0,256.4
2,2,3,17.0,290.8
2,2,4,35.0,300.5
2,2,5,22.0,351.7
2,2,6,43.0,360.0
2,2,7,156.0,493.6
2,2,8,168.0,387.7
2,2,9,126.0,453.4
2,2,10,124.0,385.2
2,2,11,98.0,366.6
2,2,12,112.0,387.8
2,2,13,81.0,447.3
2,2,14,144.0,388.3
2,2,15,170.0,508.4
2,2,16,206.0,488.6
2,2,17,201.0,489.6
2,2,18,168.0,472.2
2,2,19,145.0,417.4
2,2,20,90.0,393.3
2,2,21,121.0,370.3
2,2,22,101.0,387.0
2,2,23,111.0,350.6
2,3,0,18.0,756.9
2,3,1,11.0,770.5
2,3,2,3.0,906.7
2,3,3,3.0,578.0
2,3,4,14.0,599.4
2,3,5,9.0,917.4
2,3,6,28.0,866.7
2,3,23,21.0,676.6
2,4,0,11.0,477.9
2,4,1,8.0,414.2
2,4,2,7.0,493.9
2,4,3,5.0,504.4
2,4,4,20.0,363.2
2,4,5,21.0,386.4
2,4,6,1.0,405.0
2,5,0,2.0,595.0
2,5,1,4.0,710.2
2,5,2,1.0,703.0
2,5,3,1.0,735.0
2,5,5,2.0,515.5
2,5,6,13.0,958.6
2,5,7,31.0,1709.3
2,5,8,35.0,1244.6
2,5,9,24.0,1167.7
2,5,10,15.0,888.8
2,5,11,12.0,854.4
2,5,12,12.0,953.3
2,5,13,14.0,921.1
2,5,14,13.0,951.3
2,5,15,23.0,1075.4
2,5,16,23.0,1309.2
2,5,17,14.0,1207.4
2,5,18,21.0,1229.4
2,5,19,12.0,988.2
2,5,20,6.0,977.2
2,5,21,5.0,787.4
2,5,22,4.0,840.2
2,5,23,9.0,840.2
2,6,1,2.0,1092.0
2,6,2,1.0,930.0
2,6,3,1.0,677.0
2,7,0,3.0,1428.3
2,7,1,1.0,1244.0
2,7,2,1.0,1200.0
2,7,3,3.0,1364.7
2,7,5,5.0,1059.6
2,7,6,22.0,1628.6
2,7,7,5.0,2264.2
2,7,8,29.0,2204.0
2,7,9,27.0,1479.3
2,7,10,20.0,1410.5
2,7,11,20.0,1399.7
2,7,12,21.0,1497.7
2,7,13,9.0,1289.1
2,7,14,17.0,1694.6
2,7,15,12.0,1485.9
2,7,16,17.0,1847.6
2,7,17,14.0,1917.6
2,7,18,18.0,1737.5
2,7,19,13.0,1577.2
2,7,20,15.0,1390.1
2,7,21,18.0,1367.5
2,7,22,7.0,1525.3
2,7,23,8.0,1284.6
2,8,0,4.0,1315.5
2,8,1,9.0,1286.0
2,8,2,7.0,1483.3
2,8,3,14.0,1291.1
2,8,4,4.0,1479.2
2,8,5,38.0,1298.3
2,8,6,67.0,1479.6
2,8,7,85.0,2707.0
2,8,8,65.0,2415.0
2,8,9,88.0,2048.3
2,8,10,68.0,1708.4
2,8,11,49.0,1499.5
2,8,12,54.0,1525.5
2,8,13,43.0,1562.7
2,8,14,68.0,1630.3
2,8,15,51.0,1970.0
2,8,16,47.0,2208.3
2,8,17,39.0,2127.1
2,8,18,36.0,1999.6
2,8,19,34.0,1617.4
2,8,20,39.0,1579.5
2,8,21,43.0,1493.3
2,8,22,44.0,1386.0
2,8,23,34.0,1425.7
2,9,7,2.0,1805.5
2,9,9,1.0,1450.0
2,9,12,3.0,1439.0
2,9,15,1.0,2404.0
2,9,16,2.0,1941.5
2,9,18,2.0,1402.0
2,9,19,1.0,1088.0
2,9,20,4.0,1184.0
2,10,1,2.0,942.0
2,10,2,1.0,699.0
2,10,4,1.0,989.0
2,10,6,12.0,1592.6
2,10,7,13.0,1793.6
2,10,8,4.0,1709.2
2,10,9,7.0,1609.4
2,10,10,7.0,1501.7
2,10,11,8.0,1269.1
2,10,12,5.0,1335.6
2,10,13,2.0,1461.0
2,10,14,1.0,1471.0
2,10,15,4.0,1951.5
2,10,16,2.0,1864.5
2,10,17,2.0,1672.0
2,10,18,5.0,1635.2
2,10,19,2.0,1407.5
2,10,20,4.0,1328.8
2,10,21,2.0,1383.5
2,10,22,2.0,1097.0
2,10,23,3.0,1047.0
2,11,0,2.0,840.5
2,11,1,1.0,1116.0
2,11,4,2.0,998.5
2,11,6,7.0,1196.6
2,11,8,1.0,831.0
2,11,9,3.0,993.0
2,11,10,5.0,1291.2
2,11,11,9.0,1245.8
2,11,12,6.0,1330.7
2,11,13,3.0,1223.0
2,11,14,3.0,1721.0
2,11,20,7.0,1032.3
2,11,21,4.0,968.2
2,11,22,1.0,1032.0
2,11,23,5.0,1395.0
2,12,0,1.0,625.0
2,12,4,2.0,646.0
2,12,5,6.0,567.0
2,12,6,4.0,593.8
2,12,7,17.0,897.7
2,12,8,16.0,1009.0
2,12,9,6.0,923.7
2,12,10,12.0,878.3
2,12,11,15.0,763.8
2,12,12,8.0,889.8
2,12,13,9.0,811.4
2,12,14,12.0,1004.9
2,12,15,12.0,1103.6
2,12,16,6.0,1167.8
2,12,17,5.0,1351.6
2,12,18,5.0,788.2
2,12,19,7.0,873.0
2,12,20,3.0,658.0
2,12,21,2.0,860.0
2,12,22,4.0,647.8
2,12,23,4.0,797.0
2,13,0,13.0,499.7
2,13,1,4.0,401.5
2,13,2,1.0,445.0
2,13,3,3.0,547.0
2,13,4,6.0,470.2
2,13,5,2.0,304.5
2,13,6,20.0,655.8
2,13,7,65.0,712.3
2,13,8,55.0,653.1
2,13,9,69.0,602.6
2,13,10,48.0,546.4
2,13,11,50.0,541.3
2,13,12,31.0,682.8
2,13,13,33.0,588.7
2,13,14,44.0,570.2
2,13,15,49.0,624.9
2,13,16,10.0,663.9
2,13,17,28.0,697.9
2,13,18,22.0,617.5
2,13,19,13.0,405.8
2,13,20,6.0,581.5
2,13,21,13.0,598.6
2,13,22,5.0,542.6
2,13,23,10.0,476.7
2,14,0,15.0,712.8
2,14,1,8.0,743.5
2,14,2,4.0,1252.0
2,14,3,6.0,889.8
2,14,4,7.0,720.3
2,14,5,4.0,813.2
2,14,6,5.0,679.6
2,14,7,16.0,888.5
2,14,8,17.0,932.3
2,14,9,14.0,878.4
2,14,10,22.0,737.7
2,14,11,12.0,910.8
2,14,12,27.0,769.9
2,14,13,26.0,961.0
2,14,14,36.0,907.2
2,14,15,26.0,1029.4
2,14,16,36.0,1090.7
2,14,17,34.0,1011.1
2,14,18,30.0,944.8
2,14,19,18.0,857.1
2,14,20,21.0,829.9
2,14,21,22.0,750.6
2,14,22,37.0,688.1
2,14,23,27.0,745.2
2,15,1,4.0,853.0
2,15,2,9.0,978.4
2,15,4,1.0,1090.0
2,15,5,2.0,1190.5
2,16,0,5.0,815.4
2,16,1,4.0,809.2
2,16,2,3.0,891.7
2,16,3,4.0,992.0
2,16,4,3.0,771.3
2,16,5,4.0,996.5
2,17,0,2.0,1577.0
2,17,1,1.0,1791.0
2,17,5,2.0,1463.5
2,17,6,3.0,1820.7
2,17,7,7.0,2065.0
2,17,8,12.0,2111.2
2,17,9,5.0,1855.8
2,17,10,6.0,1707.5
2,17,11,7.0,1823.7
2,17,12,9.0,1810.8
2,17,13,5.0,1900.4
2,17,15,3.0,2614.3
2,17,16,4.0,2731.0
2,17,17,7.0,2613.9
2,17,18,2.0,1963.0
2,17,19,1.0,1884.0
2,17,20,2.0,1785.0
2,17,22,4.0,1650.0
2,17,23,2.0,1439.5
2,18,0,1.0,2420.0
2,18,1,2.0,1716.0
2,18,5,2.0,1854.5
2,19,0,6.0,1554.7
2,19,2,3.0,1239.0
2,19,3,1.0,1486.0
2,19,4,2.0,1407.0
2,19,5,2.0,1614.0
2,19,6,7.0,1538.9
2,19,7,5.0,2159.0
2,19,8,4.0,2170.0
2,19,9,5.0,1898.8
2,19,10,1.0,2007.0
2,19,11,1.0,1768.0
2,19,12,3.0,2301.0
2,19,13,6.0,2027.0
2,19,14,8.0,2571.9
2,19,15,8.0,2783.2
2,19,16,2.0,2824.0
2,19,17,14.0,2502.7
2,19,18,7.0,2259.6
2,19,19,7.0,1827.0
2,19,20,5.0,1583.4
2,19,21,7.0,1679.6
2,19,22,7.0,1622.6
2,19,23,8.0,1643.9
2,20,3,2.0,1274.0
2,21,0,3.0,1169.7
2,21,2,3.0,1020.3
2,21,3,1.0,907.0
2,21,4,1.0,1355.0
2,21,5,4.0,1154.2
2,21,6,9.0,1051.2
2,21,7,17.0,1862.1
2,21,8,13.0,1751.5
2,21,9,4.0,1069.0
2,21,10,9.0,1263.0
2,21,11,11.0,1387.4
2,21,12,5.0,1356.6
2,21,13,1.0,846.0
2,21,14,8.0,1409.1
2,21,15,7.0,1852.6
2,21,16,7.0,1628.6
2,21,17,17.0,1806.5
2,21,18,9.0,1549.8
2,21,19,15.0,1311.5
2,21,20,7.0,1335.3
2,21,21,10.0,1280.4
2,21,22,12.0,1140.2
2,21,23,10.0,1161.0
2,22,0,6.0,1247.5
2,22,1,4.0,1201.0
2,22,2,2.0,1046.0
2,22,3,1.0,949.0
2,22,4,3.0,1132.0
2,22,5,2.0,1776.0
2,23,1,1.0,1930.0
2,23,2,3.0,1595.0
2,23,3,2.0,1581.0
2,23,4,1.0,1193.0
2,24,0,4.0,1350.0
2,24,1,2.0,1454.0
2,24,2,3.0,1354.7
2,24,3,1.0,1151.0
2,24,4,1.0,1544.0
2,24,5,2.0,1295.5
2,24,6,9.0,1513.2
2,24,7,1.0,1466.0
2,24,22,2.0,1253.0
2,24,23,3.0,1358.7
2,25,0,2.0,2134.5
2,25,1,1.0,1747.0
2,25,4,3.0,1961.3
2,25,5,4.0,2256.2
2,25,6,13.0,2039.2
2,25,7,4.0,3071.2
2,25,8,5.0,2836.8
2,25,9,1.0,3099.0
2,25,10,8.0,2519.5
2,25,11,2.0,2216.5
2,25,12,3.0,2459.7
2,25,13,3.0,2986.3
2,25,14,5.0,3152.4
2,25,15,5.0,4018.0
2,25,16,5.0,3689.8
